export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.2657113036,-93.1416374569
2,98461791273696,"[""ring1"",""active"",1]",98.397950812100007,-79.552670688199996
3,146546269447317,"[""ring1"",""active"",2]",94.697222672899997,-66.3445989768
4,91816430395141,"[""ring1"",""active"",3]",89.232464449399998,-53.763463708000003
5,231364419112210,"[""ring1"",""active"",4]",82.105474247499998,-42.043627627500001
6,186914820487113,"[""ring1"",""active"",5]",73.449014410000004,-31.4034091065
7,218691133102543,"[""ring1"",""active"",6]",63.424338404799997,-22.0410152842
8,249518401681586,"[""ring1"",""active"",7]",52.218186978600002,-14.1308498431
9,257081424862060,"[""ring1"",""active"",8]",40.039309529500002,-7.8202641987000003
10,462329393670,"[""ring1"",""active"",9]",27.114575501299999,-3.2268126215000001
11,136638878541845,"[""ring1"",""active"",10]",13.684748234200001,-0.4360624233
12,113440114950139,"[""ring1"",""active"",11]",0,0.5
13,189893974123011,"[""ring1"",""active"",12]",-13.684748234200001,-0.4360624233
14,259292959545620,"[""ring1"",""active"",13]",-27.114575501299999,-3.2268126215000001
15,199461450372935,"[""ring1"",""active"",14]",-40.039309529500002,-7.8202641987000003
16,53150555964577,"[""ring1"",""active"",15]",-52.218186978600002,-14.1308498431
17,182181300776484,"[""ring1"",""active"",16]",-63.424338404799997,-22.0410152842
18,36828647183504,"[""ring1"",""active"",17]",-73.449014410000004,-31.4034091065
19,245044142097057,"[""ring1"",""active"",18]",-82.105474247499998,-42.043627627500001
20,164989153111639,"[""ring1"",""active"",19]",-89.232464449399998,-53.763463708000003
21,82757952312123,"[""ring1"",""active"",20]",-94.697222672899997,-66.3445989768
22,264367324792324,"[""ring1"",""active"",21]",-98.397950812100007,-79.552670688199996
23,96077426024455,"[""ring1"",""active"",22]",-100.2657113036,-93.1416374569
24,175280640722083,"[""ring1"",""active"",23]",-100.2657113036,-106.8583625431
25,271289438101252,"[""ring1"",""active"",24]",-98.397950812100007,-120.4473293118
26,22151644413009,"[""ring1"",""active"",25]",-94.697222672899997,-133.6554010232
