export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.2848217855,-93.426985512399995
2,98461791273696,"[""ring1"",""active"",1]",98.5689206805,-80.393422637399993
3,146546269447317,"[""ring1"",""active"",2]",95.166478014299997,-67.695333736999999
4,91816430395141,"[""ring1"",""active"",3]",90.135710524000004,-55.549986633000003
5,231364419112210,"[""ring1"",""active"",4]",83.562696036399998,-44.165191581499997
6,186914820487113,"[""ring1"",""active"",5]",75.559900651600003,-33.7357455824
7,218691133102543,"[""ring1"",""active"",6]",66.2642544176,-24.4400993484
8,249518401681586,"[""ring1"",""active"",7]",55.834808418500003,-16.437303963600002
9,257081424862060,"[""ring1"",""active"",8]",44.450013366999997,-9.8642894759999997
10,462329393670,"[""ring1"",""active"",9]",32.304666263000001,-4.8335219857
11,136638878541845,"[""ring1"",""active"",10]",19.6065773626,-1.4310793195
12,113440114950139,"[""ring1"",""active"",11]",6.5730144876000001,0.28482178549999998
13,189893974123011,"[""ring1"",""active"",12]",-6.5730144876000001,0.28482178549999998
14,259292959545620,"[""ring1"",""active"",13]",-19.6065773626,-1.4310793195
15,199461450372935,"[""ring1"",""active"",14]",-32.304666263000001,-4.8335219857
16,53150555964577,"[""ring1"",""active"",15]",-44.450013366999997,-9.8642894759999997
17,182181300776484,"[""ring1"",""active"",16]",-55.834808418500003,-16.437303963600002
18,36828647183504,"[""ring1"",""active"",17]",-66.2642544176,-24.4400993484
19,245044142097057,"[""ring1"",""active"",18]",-75.559900651600003,-33.7357455824
20,164989153111639,"[""ring1"",""active"",19]",-83.562696036399998,-44.165191581499997
21,82757952312123,"[""ring1"",""active"",20]",-90.135710524000004,-55.549986633000003
22,264367324792324,"[""ring1"",""active"",21]",-95.166478014299997,-67.695333736999999
23,96077426024455,"[""ring1"",""active"",22]",-98.5689206805,-80.393422637399993
24,175280640722083,"[""ring1"",""active"",23]",-100.2848217855,-93.426985512399995
25,271289438101252,"[""ring1"",""active"",24]",-100.2848217855,-106.57301448760001
26,22151644413009,"[""ring1"",""active"",25]",-98.5689206805,-119.60657736260001
27,54785332350034,"[""ring1"",""active"",26]",-95.166478014299997,-132.304666263
28,37097415433566,"[""ring1"",""active"",27]",-90.135710524000004,-144.450013367
29,7974149837147,"[""ring1"",""active"",28]",-83.562696036399998,-155.83480841849999
30,159066063835249,"[""ring1"",""active"",29]",-75.559900651600003,-166.2642544176
31,227814935923795,"[""ring1"",""active"",30]",-66.2642544176,-175.5599006516
32,112737315580354,"[""ring1"",""active"",31]",-55.834808418500003,-183.56269603640001
33,279057199714791,"[""ring1"",""active"",32]",-44.450013366999997,-190.13571052399999
34,104555532071604,"[""ring1"",""active"",33]",-32.304666263000001,-195.1664780143
35,114636202083057,"[""ring1"",""active"",34]",-19.6065773626,-198.56892068050001
36,166816355597687,"[""ring1"",""active"",35]",-6.5730144876000001,-200.28482178549999
37,196871639851600,"[""ring1"",""active"",36]",6.5730144876000001,-200.28482178549999
38,163201643135464,"[""ring1"",""active"",37]",19.6065773626,-198.56892068050001
39,141087017475327,"[""ring1"",""active"",38]",32.304666263000001,-195.1664780143
40,274460507970912,"[""ring1"",""active"",39]",44.450013366999997,-190.13571052399999
41,211658257369416,"[""ring1"",""active"",40]",55.834808418500003,-183.56269603640001
42,25256560694987,"[""ring1"",""active"",41]",66.2642544176,-175.5599006516
43,111109889874469,"[""ring1"",""active"",42]",75.559900651600003,-166.2642544176
44,248359595964128,"[""ring1"",""active"",43]",83.562696036399998,-155.83480841849999
45,232550607584963,"[""ring1"",""active"",44]",90.135710524000004,-144.450013367
46,8954556596020,"[""ring1"",""active"",45]",95.166478014299997,-132.304666263
47,16077873566104,"[""ring1"",""active"",46]",98.5689206805,-119.60657736260001
48,82931331611565,"[""ring1"",""active"",47]",100.2848217855,-106.57301448760001
49,118963306441431,"[""ring2"",""active"",0]",113.423030979,-93.393860727100005
50,166210091923763,"[""ring2"",""active"",1]",111.8891790604,-80.270918882299995
51,117307025828046,"[""ring2"",""active"",2]",108.8422179391,-67.414779014700002
