export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.301686207,-173.68955278729999
2,98461791273696,"[""ring1"",""active"",1]",98.719868698200003,-161.1681778841
3,146546269447317,"[""ring1"",""active"",2]",95.581179887700003,-148.94379206529999
4,91816430395141,"[""ring1"",""active"",3]",90.935118772799996,-137.20918119769999
5,231364419112210,"[""ring1"",""active"",4]",84.854956513000005,-126.1494071046
6,186914820487113,"[""ring1"",""active"",5]",77.436580899000006,-115.9388890303
7,218691133102543,"[""ring1"",""active"",6]",68.796984145799996,-106.7386529441
8,249518401681586,"[""ring1"",""active"",7]",59.072417855399998,-98.693792065300002
9,257081424862060,"[""ring1"",""active"",8]",48.416244247199998,-91.931178655599993
10,462329393670,"[""ring1"",""active"",9]",36.9965175448,-86.557463168200002
11,136638878541845,"[""ring1"",""active"",10]",24.993333660099999,-82.657392306600002
12,113440114950139,"[""ring1"",""active"",11]",12.5959899732,-80.292472517899995
13,189893974123011,"[""ring1"",""active"",12]",0,-79.5
14,259292959545620,"[""ring1"",""active"",13]",-12.5959899732,-80.292472517899995
15,199461450372935,"[""ring1"",""active"",14]",-24.993333660099999,-82.657392306600002
16,53150555964577,"[""ring1"",""active"",15]",-36.9965175448,-86.557463168200002
17,182181300776484,"[""ring1"",""active"",16]",-48.416244247199998,-91.931178655599993
18,36828647183504,"[""ring1"",""active"",17]",-59.072417855399998,-98.693792065300002
19,245044142097057,"[""ring1"",""active"",18]",-68.796984145799996,-106.7386529441
20,164989153111639,"[""ring1"",""active"",19]",-77.436580899000006,-115.9388890303
21,82757952312123,"[""ring1"",""active"",20]",-84.854956513000005,-126.1494071046
22,264367324792324,"[""ring1"",""active"",21]",-90.935118772799996,-137.20918119769999
23,96077426024455,"[""ring1"",""active"",22]",-95.581179887700003,-148.94379206529999
24,175280640722083,"[""ring1"",""active"",23]",-98.719868698200003,-161.1681778841
25,271289438101252,"[""ring1"",""active"",24]",-100.301686207,-173.68955278729999
26,22151644413009,"[""ring1"",""active"",25]",-100.301686207,-186.31044721270001
27,54785332350034,"[""ring1"",""active"",26]",-98.719868698200003,-198.8318221159
28,37097415433566,"[""ring1"",""active"",27]",-95.581179887700003,-211.05620793470001
29,7974149837147,"[""ring1"",""active"",28]",-90.935118772799996,-222.79081880230001
30,159066063835249,"[""ring1"",""active"",29]",-84.854956513000005,-233.85059289540001
31,227814935923795,"[""ring1"",""active"",30]",-77.436580899000006,-244.0611109697
32,112737315580354,"[""ring1"",""active"",31]",-68.796984145799996,-253.26134705589999
33,279057199714791,"[""ring1"",""active"",32]",-59.072417855399998,-261.30620793470001
34,104555532071604,"[""ring1"",""active"",33]",-48.416244247199998,-268.06882134440002
35,114636202083057,"[""ring1"",""active"",34]",-36.9965175448,-273.4425368318
36,166816355597687,"[""ring1"",""active"",35]",-24.993333660099999,-277.3426076934
37,196871639851600,"[""ring1"",""active"",36]",-12.5959899732,-279.70752748209998
38,163201643135464,"[""ring1"",""active"",37]",-0,-280.5
39,141087017475327,"[""ring1"",""active"",38]",12.5959899732,-279.70752748209998
40,274460507970912,"[""ring1"",""active"",39]",24.993333660099999,-277.3426076934
41,211658257369416,"[""ring1"",""active"",40]",36.9965175448,-273.4425368318
42,25256560694987,"[""ring1"",""active"",41]",48.416244247199998,-268.06882134440002
43,111109889874469,"[""ring1"",""active"",42]",59.072417855399998,-261.30620793470001
44,248359595964128,"[""ring1"",""active"",43]",68.796984145799996,-253.26134705589999
45,232550607584963,"[""ring1"",""active"",44]",77.436580899000006,-244.0611109697
46,8954556596020,"[""ring1"",""active"",45]",84.854956513000005,-233.85059289540001
47,16077873566104,"[""ring1"",""active"",46]",90.935118772799996,-222.79081880230001
48,82931331611565,"[""ring1"",""active"",47]",95.581179887700003,-211.05620793470001
49,126224545870466,"[""ring1"",""active"",48]",98.719868698200003,-198.8318221159
50,166042599386754,"[""ring1"",""active"",49]",100.301686207,-186.31044721270001
51,118963306441431,"[""ring2"",""active"",0]",112.9348027204,-173.65771751930001
52,166210091923763,"[""ring2"",""active"",1]",111.5145820499,-161.05291043989999
53,117307025828046,"[""ring2"",""active"",2]",108.6920008078,-148.68637400509999
54,31761126237247,"[""ring2"",""active"",3]",104.50255459109999,-136.71362458569999
55,8755066053518,"[""ring2"",""active"",4]",98.998928116499997,-125.2852264526
56,26147884959761,"[""ring2"",""active"",5]",92.250332680400007,-114.544898343
57,113321123638128,"[""ring2"",""active"",6]",84.341635785899996,-104.62770611480001
58,146421478213383,"[""ring2"",""active"",7]",75.372293885199994,-95.658364214100004
59,209994560452606,"[""ring2"",""active"",8]",65.455101657,-87.749667319599993
