export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.3418949093,-94.3649200527
2,98461791273696,"[""ring1"",""active"",1]",99.080037361099997,-83.165624557900003
3,146546269447317,"[""ring1"",""active"",2]",96.572190855499997,-72.178031101800002
4,91816430395141,"[""ring1"",""active"",3]",92.849893017400007,-61.540315047299998
5,231364419112210,"[""ring1"",""active"",4]",87.959953901800006,-51.386251845899999
6,186914820487113,"[""ring1"",""active"",5]",81.963867330400006,-41.8435347339
7,218691133102543,"[""ring1"",""active"",6]",74.937037570800001,-33.0321689158
8,249518401681586,"[""ring1"",""active"",7]",66.9678310842,-25.062962429199999
9,257081424862060,"[""ring1"",""active"",8]",58.1564652661,-18.036132669600001
10,462329393670,"[""ring1"",""active"",9]",48.613748154100001,-12.040046098199999
11,136638878541845,"[""ring1"",""active"",10]",38.459684952700002,-7.1501069825999997
12,113440114950139,"[""ring1"",""active"",11]",27.821968898200002,-3.4278091444999998
13,189893974123011,"[""ring1"",""active"",12]",16.834375442100001,-0.91996263889999996
14,259292959545620,"[""ring1"",""active"",13]",5.6350799473000004,0.34189490929999999
15,199461450372935,"[""ring1"",""active"",14]",-5.6350799473000004,0.34189490929999999
16,53150555964577,"[""ring1"",""active"",15]",-16.834375442100001,-0.91996263889999996
17,182181300776484,"[""ring1"",""active"",16]",-27.821968898200002,-3.4278091444999998
18,36828647183504,"[""ring1"",""active"",17]",-38.459684952700002,-7.1501069825999997
19,245044142097057,"[""ring1"",""active"",18]",-48.613748154100001,-12.040046098199999
20,164989153111639,"[""ring1"",""active"",19]",-58.1564652661,-18.036132669600001
21,82757952312123,"[""ring1"",""active"",20]",-66.9678310842,-25.062962429199999
22,264367324792324,"[""ring1"",""active"",21]",-74.937037570800001,-33.0321689158
23,96077426024455,"[""ring1"",""active"",22]",-81.963867330400006,-41.8435347339
24,175280640722083,"[""ring1"",""active"",23]",-87.959953901800006,-51.386251845899999
25,271289438101252,"[""ring1"",""active"",24]",-92.849893017400007,-61.540315047299998
26,22151644413009,"[""ring1"",""active"",25]",-96.572190855499997,-72.178031101800002
27,54785332350034,"[""ring1"",""active"",26]",-99.080037361099997,-83.165624557900003
28,37097415433566,"[""ring1"",""active"",27]",-100.3418949093,-94.3649200527
29,7974149837147,"[""ring1"",""active"",28]",-100.3418949093,-105.6350799473
30,159066063835249,"[""ring1"",""active"",29]",-99.080037361099997,-116.8343754421
31,227814935923795,"[""ring1"",""active"",30]",-96.572190855499997,-127.8219688982
32,112737315580354,"[""ring1"",""active"",31]",-92.849893017400007,-138.4596849527
33,279057199714791,"[""ring1"",""active"",32]",-87.959953901800006,-148.61374815409999
34,104555532071604,"[""ring1"",""active"",33]",-81.963867330400006,-158.15646526610001
35,114636202083057,"[""ring1"",""active"",34]",-74.937037570800001,-166.96783108419999
36,166816355597687,"[""ring1"",""active"",35]",-66.9678310842,-174.93703757079999
37,196871639851600,"[""ring1"",""active"",36]",-58.1564652661,-181.96386733040001
38,163201643135464,"[""ring1"",""active"",37]",-48.613748154100001,-187.95995390179999
39,141087017475327,"[""ring1"",""active"",38]",-38.459684952700002,-192.84989301740001
