export_index,mirror_id,position_key,x,y
1,89904618064464,"[""hex-band"",10,0,0]",110.5,0
2,278346033341436,"[""hex-band"",10,0,1]",104.97499999999999,9.5695807118000005
3,177323706621083,"[""hex-band"",10,0,2]",99.450000000000003,19.139161423600001
4,275563573785371,"[""hex-band"",10,0,8]",66.299999999999997,76.556645694500006
5,224071872910899,"[""hex-band"",10,0,9]",60.774999999999999,86.126226406399994
6,255117604682208,"[""hex-band"",10,1,0]",55.25,95.695807118199994
7,105245893851088,"[""hex-band"",10,1,1]",44.200000000000003,95.695807118199994
8,195452634905345,"[""hex-band"",10,1,2]",33.149999999999999,95.695807118199994
9,215692473942463,"[""hex-band"",10,1,8]",-33.149999999999999,95.695807118199994
10,206020418947876,"[""hex-band"",10,1,9]",-44.200000000000003,95.695807118199994
11,67600813541500,"[""hex-band"",10,2,0]",-55.25,95.695807118199994
12,59869326812629,"[""hex-band"",10,2,1]",-60.774999999999999,86.126226406399994
13,244994884214128,"[""hex-band"",10,2,2]",-66.299999999999997,76.556645694500006
14,144507812617364,"[""hex-band"",10,2,8]",-99.450000000000003,19.139161423600001
15,138433268632805,"[""hex-band"",10,2,9]",-104.97499999999999,9.5695807118000005
16,1533875686683,"[""hex-band"",10,3,0]",-110.5,0
17,75464367817410,"[""hex-band"",10,3,1]",-104.97499999999999,-9.5695807118000005
18,6220332736254,"[""hex-band"",10,3,2]",-99.450000000000003,-19.139161423600001
19,280107329565572,"[""hex-band"",10,3,8]",-66.299999999999997,-76.556645694500006
20,144012505710847,"[""hex-band"",10,3,9]",-60.774999999999999,-86.126226406399994
21,37155753701037,"[""hex-band"",10,4,0]",-55.25,-95.695807118199994
22,280756153409610,"[""hex-band"",10,4,1]",-44.200000000000003,-95.695807118199994
23,11156119872906,"[""hex-band"",10,4,2]",-33.149999999999999,-95.695807118199994
24,36105700325758,"[""hex-band"",10,4,8]",33.149999999999999,-95.695807118199994
25,82671876788899,"[""hex-band"",10,4,9]",44.200000000000003,-95.695807118199994
26,74564245450559,"[""hex-band"",10,5,0]",55.25,-95.695807118199994
27,181331855708057,"[""hex-band"",10,5,1]",60.774999999999999,-86.126226406399994
28,183677429999757,"[""hex-band"",10,5,2]",66.299999999999997,-76.556645694500006
29,167128585885071,"[""hex-band"",10,5,8]",99.450000000000003,-19.139161423600001
30,62319368229771,"[""hex-band"",10,5,9]",104.97499999999999,-9.5695807118000005
31,153189874031512,"[""hex-band"",11,0,0]",121.55,0
32,240412278914398,"[""hex-band"",11,0,1]",116.02500000000001,9.5695807118000005
33,275528122189541,"[""hex-band"",11,0,2]",110.5,19.139161423600001
34,17028557315594,"[""hex-band"",11,0,3]",104.97499999999999,28.7087421355
35,144878093907021,"[""hex-band"",11,0,4]",99.450000000000003,38.278322847299997
36,206179143997496,"[""hex-band"",11,0,5]",93.924999999999997,47.847903559099997
37,208955478078024,"[""hex-band"",11,0,6]",88.400000000000006,57.417484270899998
38,157713449424452,"[""hex-band"",11,0,7]",82.875,66.987064982700005
39,79663288311742,"[""hex-band"",11,0,8]",77.349999999999994,76.556645694500006
40,260363571250693,"[""hex-band"",11,0,9]",71.825000000000003,86.126226406399994
41,7231455433911,"[""hex-band"",11,0,10]",66.299999999999997,95.695807118199994
42,176473955952466,"[""hex-band"",11,1,0]",60.774999999999999,105.26538782999999
43,229269183430037,"[""hex-band"",11,1,1]",49.725000000000001,105.26538782999999
44,152232605824603,"[""hex-band"",11,1,2]",38.674999999999997,105.26538782999999
45,71319363180275,"[""hex-band"",11,1,3]",27.625,105.26538782999999
46,10914015125390,"[""hex-band"",11,1,4]",16.574999999999999,105.26538782999999
47,209650717723858,"[""hex-band"",11,1,5]",5.5250000000000004,105.26538782999999
48,16698139039894,"[""hex-band"",11,1,6]",-5.5250000000000004,105.26538782999999
49,69696978933011,"[""hex-band"",11,1,7]",-16.574999999999999,105.26538782999999
50,90770907946586,"[""hex-band"",11,1,8]",-27.625,105.26538782999999
51,157657742313900,"[""hex-band"",11,1,9]",-38.674999999999997,105.26538782999999
52,260039499101912,"[""hex-band"",11,1,10]",-49.725000000000001,105.26538782999999
53,120463441666170,"[""hex-band"",11,2,0]",-60.774999999999999,105.26538782999999
54,236027974321111,"[""hex-band"",11,2,1]",-66.299999999999997,95.695807118199994
55,258517554260625,"[""hex-band"",11,2,2]",-71.825000000000003,86.126226406399994
56,196162943096446,"[""hex-band"",11,2,3]",-77.349999999999994,76.556645694500006
57,43055927466783,"[""hex-band"",11,2,4]",-82.875,66.987064982700005
58,36401444875153,"[""hex-band"",11,2,5]",-88.400000000000006,57.417484270899998
59,46340083281544,"[""hex-band"",11,2,6]",-93.924999999999997,47.847903559099997
60,108286705995337,"[""hex-band"",11,2,7]",-99.450000000000003,38.278322847299997
61,56694295567632,"[""hex-band"",11,2,8]",-104.97499999999999,28.7087421355
62,228916784188497,"[""hex-band"",11,2,9]",-110.5,19.139161423600001
63,264079712264287,"[""hex-band"",11,2,10]",-116.02500000000001,9.5695807118000005
64,243238263156700,"[""hex-band"",11,3,0]",-121.55,0
65,20869853658198,"[""hex-band"",11,3,1]",-116.02500000000001,-9.5695807118000005
66,187588110057734,"[""hex-band"",11,3,2]",-110.5,-19.139161423600001
67,259031836353772,"[""hex-band"",11,3,3]",-104.97499999999999,-28.7087421355
68,92177258930757,"[""hex-band"",11,3,4]",-99.450000000000003,-38.278322847299997
69,261554616392934,"[""hex-band"",11,3,5]",-93.924999999999997,-47.847903559099997
70,190223169976436,"[""hex-band"",11,3,6]",-88.400000000000006,-57.417484270899998
71,138387082483771,"[""hex-band"",11,3,7]",-82.875,-66.987064982700005
72,5936470234243,"[""hex-band"",11,3,8]",-77.349999999999994,-76.556645694500006
73,200303165851684,"[""hex-band"",11,3,9]",-71.825000000000003,-86.126226406399994
74,179050913619602,"[""hex-band"",11,3,10]",-66.299999999999997,-95.695807118199994
75,70734596816709,"[""hex-band"",11,4,0]",-60.774999999999999,-105.26538782999999
76,132396308358834,"[""hex-band"",11,4,1]",-49.725000000000001,-105.26538782999999
77,256853190115680,"[""hex-band"",11,4,2]",-38.674999999999997,-105.26538782999999
78,43830207481730,"[""hex-band"",11,4,3]",-27.625,-105.26538782999999
79,273283303755760,"[""hex-band"",11,4,4]",-16.574999999999999,-105.26538782999999
80,275344161273608,"[""hex-band"",11,4,5]",-5.5250000000000004,-105.26538782999999
81,221706970523184,"[""hex-band"",11,4,6]",5.5250000000000004,-105.26538782999999
82,678515161710,"[""hex-band"",11,4,7]",16.574999999999999,-105.26538782999999
83,237070424355595,"[""hex-band"",11,4,8]",27.625,-105.26538782999999
84,152115906367490,"[""hex-band"",11,4,9]",38.674999999999997,-105.26538782999999
85,101297234378893,"[""hex-band"",11,4,10]",49.725000000000001,-105.26538782999999
86,220946225149750,"[""hex-band"",11,5,0]",60.774999999999999,-105.26538782999999
87,215976871463620,"[""hex-band"",11,5,1]",66.299999999999997,-95.695807118199994
88,109799970619614,"[""hex-band"",11,5,2]",71.825000000000003,-86.126226406399994
89,31537197169660,"[""hex-band"",11,5,3]",77.349999999999994,-76.556645694500006
90,141688957179651,"[""hex-band"",11,5,4]",82.875,-66.987064982700005
91,179993127561501,"[""hex-band"",11,5,5]",88.400000000000006,-57.417484270899998
92,212049274706934,"[""hex-band"",11,5,6]",93.924999999999997,-47.847903559099997
93,177863450437620,"[""hex-band"",11,5,7]",99.450000000000003,-38.278322847299997
94,165123955546890,"[""hex-band"",11,5,8]",104.97499999999999,-28.7087421355
95,253177551580986,"[""hex-band"",11,5,9]",110.5,-19.139161423600001
96,229503601224378,"[""hex-band"",11,5,10]",116.02500000000001,-9.5695807118000005
97,146790922420656,"[""hex-band"",12,0,0]",132.59999999999999,0
98,50499689404535,"[""hex-band"",12,0,1]",127.075,9.5695807118000005
99,122342691442469,"[""hex-band"",12,0,2]",121.55,19.139161423600001
100,38741126285183,"[""hex-band"",12,0,3]",116.02500000000001,28.7087421355
101,231284995081504,"[""hex-band"",12,0,4]",110.5,38.278322847299997
102,225490188677966,"[""hex-band"",12,0,5]",104.97499999999999,47.847903559099997
103,267794638135180,"[""hex-band"",12,0,6]",99.450000000000003,57.417484270899998
104,88520675205682,"[""hex-band"",12,0,7]",93.924999999999997,66.987064982700005
105,238825606687135,"[""hex-band"",12,0,8]",88.400000000000006,76.556645694500006
106,48873765080342,"[""hex-band"",12,0,9]",82.875,86.126226406399994
107,182206212093754,"[""hex-band"",12,0,10]",77.349999999999994,95.695807118199994
108,178306814925449,"[""hex-band"",12,0,11]",71.825000000000003,105.26538782999999
109,174303916202366,"[""hex-band"",12,1,0]",66.299999999999997,114.8349685418
110,242822572962631,"[""hex-band"",12,1,1]",55.25,114.8349685418
111,281435064245271,"[""hex-band"",12,1,2]",44.200000000000003,114.8349685418
112,155069851139912,"[""hex-band"",12,1,3]",33.149999999999999,114.8349685418
113,61339523627770,"[""hex-band"",12,1,4]",22.100000000000001,114.8349685418
