reference_id,month,metric,local,reference,local_minus_reference,relative_to_reference
A0165,1,optical,0.5377344251247466,0.4705,0.06723442512474659,0.14289994713017343
A0165,1,cosine,0.7199357642301879,0.7199,3.576423018791797e-05,4.967944185014303e-05
A0165,1,shadow_block,0.9132991661682729,0.8967,0.01659916616827284,0.01851139307268076
A0165,1,truncation,0.9435922407416584,0.807,0.13659224074165832,0.16925928220775505
A0165,1,unit_power,29445.97349404884,0.3404,29445.63309404884,86503.03494138908
A0165,2,optical,0.564032459130968,0.4859,0.078132459130968,0.1607994631219757
A0165,2,cosine,0.7404403532037784,0.7404,4.035320377848706e-05,5.450189597310516e-05
A0165,2,shadow_block,0.9310196288760743,0.9043,0.026719628876074264,0.029547306066652953
A0165,2,truncation,0.9374692432302091,0.8081,0.12936924323020904,0.1600906363447705
A0165,2,unit_power,33410.308517338635,0.3715,33409.937017338634,89932.53571288999
A0165,3,optical,0.582981258798918,0.498,0.08498125879891805,0.17064509798979527
A0165,3,cosine,0.7611400153929364,0.7611,4.001539293640999e-05,5.2575736350558386e-05
A0165,3,shadow_block,0.9346075269545968,0.9058,0.028807526954596763,0.03180340798696927
A0165,3,truncation,0.9349508390024667,0.8084,0.12655083900246666,0.1565448280584694
A0165,3,unit_power,36431.5647779083,0.3955,36431.1692779083,92114.20803516638
A0165,4,optical,0.6000791375121362,0.5039,0.09617913751213614,0.1908694929790358
A0165,4,cosine,0.7793399687370515,0.7793,3.9968737051476744e-05,5.1287998269571084e-05
A0165,4,shadow_block,0.9359579051184076,0.8977,0.03825790511840754,0.04261769535302166
A0165,4,truncation,0.9347733673357214,0.8067,0.1280733673357214,0.15876207677664733
A0165,4,unit_power,38798.029949037205,0.4101,38797.619849037204,94605.26663993465
A0165,5,optical,0.6103466107084949,0.5038,0.10654661070849492,0.21148592836144287
A0165,5,cosine,0.7893169789883201,0.7893,1.6978988320093258e-05,2.1511451058017557e-05
A0165,5,shadow_block,0.9364613290897473,0.8859,0.05056132908974731,0.05707340454876093
A0165,5,truncation,0.9359890082152422,0.8086,0.12738900821524224,0.15754267649671314
A0165,5,unit_power,40064.68081064815,0.4145,40064.26631064815,96656.85479046598
A0165,6,optical,0.6137112104627722,0.5022,0.11151121046277224,0.22204542107282405
A0165,6,cosine,0.7923588160987858,0.7924,-4.118390121421456e-05,-5.1973625964430286e-05
A0165,6,shadow_block,0.9366460190591324,0.8799,0.05674601905913235,0.06449144114005267
A0165,6,truncation,0.9366332904647365,0.8091,0.1275332904647365,0.15762364412895377
A0165,6,unit_power,40456.45305273819,0.4144,40456.038652738185,97625.57589946473
A0165,7,optical,0.6102673015293971,0.5039,0.1063673015293971,0.2110881157558982
A0165,7,cosine,0.7892118485227696,0.7892,1.1848522769586367e-05,1.5013333463743496e-05
A0165,7,shadow_block,0.9364879176192229,0.8862,0.05028791761922291,0.05674556264863791
A0165,7,truncation,0.9359855283866011,0.8084,0.1275855283866011,0.15782475060193107
A0165,7,unit_power,40053.499712570745,0.4146,40053.08511257075,96606.572871613
A0165,8,optical,0.5994044905230267,0.5039,0.09550449052302667,0.18953064203815573
A0165,8,cosine,0.7786369463472502,0.7786,3.694634725026624e-05,4.7452282622998e-05
A0165,8,shadow_block,0.9358705249632875,0.8984,0.03747052496328751,0.04170806429573409
A0165,8,truncation,0.9347812741613815,0.8069,0.1278812741613815,0.15848466248776988
A0165,8,unit_power,38709.87164939939,0.4097,38709.461949399396,94482.45533170465
A0165,9,optical,0.58223916090855,0.4972,0.08503916090855002,0.17103612411212796
A0165,9,cosine,0.7600919805120645,0.7601,-8.019487935495562e-06,-1.05505695770235e-05
A0165,9,shadow_block,0.9346499909835557,0.9054,0.02924999098355574,0.03230615306334851
A0165,9,truncation,0.9351564118185669,0.8085,0.1266564118185669,0.15665604430249463
A0165,9,unit_power,36302.41204847723,0.3942,36302.017848477226,92090.35476528977
A0165,10,optical,0.5614678252732623,0.4845,0.07696782527326235,0.15886032048144963
A0165,10,cosine,0.7378354064925949,0.7378,3.54064925949249e-05,4.798928245449295e-05
A0165,10,shadow_block,0.9298652842657156,0.9043,0.025565284265715582,0.02827079980727146
A0165,10,truncation,0.9381959555003702,0.8082,0.12999595550037013,0.16084627010686728
A0165,10,unit_power,32984.02677059529,0.3683,32983.658470595285,89556.49869833094
A0165,11,optical,0.5348190508523529,0.4682,0.06661905085235292,0.1422875925936628
A0165,11,cosine,0.7181956127447962,0.7182,-4.387255203797125e-06,-6.1086817095476535e-06
A0165,11,shadow_block,0.9108528383436832,0.8945,0.016352838343683285,0.01828154090965152
A0165,11,truncation,0.9440695140457114,0.8068,0.13726951404571142,0.17014069663573553
A0165,11,unit_power,29042.03221663541,0.3369,29041.69531663541,86202.71687929775
A0165,12,optical,0.5219091031850979,0.4601,0.06180910318509786,0.13433841161725246
A0165,12,cosine,0.7110822833457547,0.7111,-1.7716654245214514e-05,-2.4914434320369168e-05
A0165,12,shadow_block,0.8994350109037628,0.8873,0.012135010903762788,0.013676333713245564
A0165,12,truncation,0.9457001159629131,0.8067,0.13900011596291317,0.172307073215462
A0165,12,unit_power,27284.237028756477,0.3227,27283.914328756477,84548.85134414774
A0127,1,optical,0.5377344251247466,0.564936744,-0.027202318875253484,-0.04815108800084259
A0127,1,cosine,0.7199357642301879,0.719935763,1.230187951506423e-09,1.7087468281616995e-09
A0127,1,shadow_block,0.9132991661682729,0.91009768,0.0032014861682728712,0.0035177390720003495
A0127,1,truncation,0.9435922407416584,0.987110431,-0.04351819025834158,-0.04408644554009539
A0127,1,unit_power,29445.97349404884,0.492711978,29445.48078207084,59762.05592077334
A0127,2,optical,0.564032459130968,0.594555676,-0.030523216869032033,-0.051337861366295374
A0127,2,cosine,0.7404403532037784,0.740440352,1.2037784102858495e-09,1.6257601399414945e-09
A0127,2,shadow_block,0.9310196288760743,0.928852136,0.0021674928760742063,0.0023335176741997674
A0127,2,truncation,0.9374692432302091,0.98272977,-0.045260526769790865,-0.04605592315554954
A0127,2,unit_power,33410.308517338635,0.560628937,33409.74788840164,59593.33470580673
A0127,3,optical,0.582981258798918,0.613443803,-0.030462544201081965,-0.04965824750711837
A0127,3,cosine,0.7611400153929364,0.761140014,1.3929364328646443e-09,1.8300659632179636e-09
A0127,3,shadow_block,0.9346075269545968,0.932863104,0.0017444229545967582,0.0018699667154986528
A0127,3,truncation,0.9349508390024667,0.978978919,-0.04402807999753333,-0.04497347097372311
A0127,3,unit_power,36431.5647779083,0.610199766,36430.9545781423,59703.32439973813
A0127,4,optical,0.6000791375121362,0.629067947,-0.028988809487863865,-0.04608215952841079
A0127,4,cosine,0.7793399687370515,0.779339967,1.7370515026371436e-09,2.2288751715426187e-09
A0127,4,shadow_block,0.9359579051184076,0.933784199,0.0021737061184076145,0.002327846327594171
A0127,4,truncation,0.9347733673357214,0.976563637,-0.04179026966427868,-0.04279318631262806
A0127,4,unit_power,38798.029949037205,0.64740694,38797.382542097206,59927.350395868794
A0127,5,optical,0.6103466107084949,0.638409713,-0.028063102291505104,-0.04395782476371111
A0127,5,cosine,0.7893169789883201,0.789316977,1.988320064150173e-09,2.5190387665387476e-09
A0127,5,shadow_block,0.9364613290897473,0.934208492,0.002252837089747328,0.0024114928402377746
A0127,5,truncation,0.9359890082152422,0.97638498,-0.040395971784757734,-0.041372995910647595
A0127,5,unit_power,40064.68081064815,0.667061599,40064.01374904915,60060.440908470206
A0127,6,optical,0.6137112104627722,0.641485642,-0.027774431537227806,-0.04329704317408215
A0127,6,cosine,0.7923588160987858,0.792358814,2.098785811810444e-09,2.648782060257923e-09
A0127,6,shadow_block,0.9366460190591324,0.934409258,0.002236761059132397,0.002393770224323267
A0127,6,truncation,0.9366332904647365,0.976552676,-0.03991938553526342,-0.040877862010244924
A0127,6,unit_power,40456.45305273819,0.673122851,40455.77992988718,60101.629100520884
A0127,7,optical,0.6102673015293971,0.638310279,-0.028042977470602914,-0.04393314410436262
A0127,7,cosine,0.7892118485227696,0.789211847,1.5227695771002914e-09,1.9294813970275987e-09
A0127,7,shadow_block,0.9364879176192229,0.934208831,0.0022790866192229364,0.0024395901040491627
A0127,7,truncation,0.9359855283866011,0.976381806,-0.04039627761339892,-0.04137344363153662
A0127,7,unit_power,40053.499712570745,0.666858165,40052.832854405744,60061.99662323359
A0127,8,optical,0.5994044905230267,0.628417846,-0.029013355476973257,-0.046168891704220096
A0127,8,cosine,0.7786369463472502,0.778636944,2.3472501720078753e-09,3.0145630644618825e-09
A0127,8,shadow_block,0.9358705249632875,0.933731712,0.0021388129632874398,0.002290607607945782
A0127,8,truncation,0.9347812741613815,0.976613873,-0.04183259883861856,-0.04283432787014952
A0127,8,unit_power,38709.87164939939,0.645994688,38709.225654711394,59921.894674637624
A0127,9,optical,0.58223916090855,0.612369496,-0.030130335091450022,-0.04920286736727007
A0127,9,cosine,0.7600919805120645,0.760091979,1.5120644736299482e-09,1.9893177607521473e-09
A0127,9,shadow_block,0.9346499909835557,0.932566976,0.0020830149835556755,0.0022336358000689866
A0127,9,truncation,0.9351564118185669,0.978941383,-0.0437849711814331,-0.04472685693116019
A0127,9,unit_power,36302.41204847723,0.607757248,36301.80429122923,59730.76324583665
A0127,10,optical,0.5614678252732623,0.591672228,-0.030204402726737634,-0.051049214915555634
A0127,10,cosine,0.7378354064925949,0.737835405,1.4925949365363067e-09,2.022937536504238e-09
A0127,10,shadow_block,0.9298652842657156,0.927636792,0.0022284922657155315,0.002402332771763899
A0127,10,truncation,0.9381959555003702,0.983304709,-0.04510875349962984,-0.04587464403125302
A0127,10,unit_power,32984.02677059529,0.553324249,32983.47344634629,59609.665591117606
A0127,11,optical,0.5348190508523529,0.561729932,-0.02691088114764706,-0.04790715184400581
A0127,11,cosine,0.7181956127447962,0.718195612,7.447961136719528e-10,1.0370379618414498e-09
A0127,11,shadow_block,0.9108528383436832,0.907597844,0.0032549943436832596,0.003586383953203022
A0127,11,truncation,0.9440695140457114,0.98728275,-0.04321323595428861,-0.043769868312080414
A0127,11,unit_power,29042.03221663541,0.48584256,29041.54637407541,59775.632612497786
A0127,12,optical,0.5219091031850979,0.547402802,-0.025493698814902155,-0.04657210142468755
A0127,12,cosine,0.7110822833457547,0.711082282,1.3457547298756367e-09,1.8925443144083806e-09
A0127,12,shadow_block,0.8994350109037628,0.895606089,0.0038289219037627165,0.004275229870352876
A0127,12,truncation,0.9457001159629131,0.98844772,-0.042747604037086884,-0.043247207891871996
A0127,12,unit_power,27284.237028756477,0.455854579,27283.78117417748,59851.94057725475
A092,1,optical,0.5377344251247466,0.5898,-0.05206557487525343,-0.08827666136869011
A092,1,cosine,0.7199357642301879,0.7227,-0.0027642357698121067,-0.0038248730729377426
A092,1,shadow_block,0.9132991661682729,0.9877,-0.07440083383172713,-0.07532736036420687
A092,1,truncation,0.9435922407416584,0.9307,0.0128922407416584,0.013852198067753735
A092,1,unit_power,29445.97349404884,0.5124,29445.461094048842,57465.77106566909
A092,2,optical,0.564032459130968,0.611,-0.04696754086903199,-0.07686995232247461
A092,2,cosine,0.7404403532037784,0.7436,-0.0031596467962216046,-0.004249121565655735
A092,2,shadow_block,0.9310196288760743,0.9949,-0.06388037112392575,-0.0642078310623437
A092,2,truncation,0.9374692432302091,0.9303,0.007169243230209066,0.007706377760087139
A092,2,unit_power,33410.308517338635,0.5755,33409.733017338636,58053.40228903325
A092,3,optical,0.582981258798918,0.6309,-0.04791874120108197,-0.07595298969897285
A092,3,cosine,0.7611400153929364,0.7647,-0.0035599846070636376,-0.004655400296931656
A092,3,shadow_block,0.9346075269545968,0.9984,-0.06379247304540314,-0.0638947045727195
A092,3,truncation,0.9349508390024667,0.9308,0.004150839002466711,0.004459431674330373
A092,3,unit_power,36431.5647779083,0.6272,36430.9375779083,58085.040781103795
A092,4,optical,0.6000791375121362,0.6503,-0.05022086248786384,-0.07722722203269851
A092,4,cosine,0.7793399687370515,0.7832,-0.003860031262948538,-0.004928538384765753
A092,4,shadow_block,0.9359579051184076,1.0,-0.0640420948815924,-0.0640420948815924
A092,4,truncation,0.9347733673357214,0.9352,-0.00042663266427866997,-0.0004561940379369867
A092,4,unit_power,38798.029949037205,0.6689,38797.36104903721,58001.73575876395
A092,5,optical,0.6103466107084949,0.6631,-0.05275338929150508,-0.07955570696954468
A092,5,cosine,0.7893169789883201,0.7934,-0.004083021011679899,-0.005146232684244895
A092,5,shadow_block,0.9364613290897473,1.0,-0.06353867091025267,-0.06353867091025267
A092,5,truncation,0.9359890082152422,0.9415,-0.005510991784757779,-0.0058534166593284965
A092,5,unit_power,40064.68081064815,0.6926,40063.988210648145,57845.78141878161
A092,6,optical,0.6137112104627722,0.6679,-0.05418878953722783,-0.08113308809286994
A092,6,cosine,0.7923588160987858,0.7965,-0.004141183901214207,-0.005199226492422106
A092,6,shadow_block,0.9366460190591324,1.0,-0.06335398094086764,-0.06335398094086764
A092,6,truncation,0.9366332904647365,0.9445,-0.007866709535263472,-0.008328967215736867
A092,6,unit_power,40456.45305273819,0.7006,40455.75245273819,57744.436843759904
A092,7,optical,0.6102673015293971,0.663,-0.05273269847060291,-0.07953649844736486
A092,7,cosine,0.7892118485227696,0.7933,-0.004088151477230406,-0.0051533486414098145
A092,7,shadow_block,0.9364879176192229,1.0,-0.0635120823807771,-0.0635120823807771
A092,7,truncation,0.9359855283866011,0.9414,-0.005414471613398919,-0.005751510105586275
A092,7,unit_power,40053.499712570745,0.6923,40052.80741257074,57854.69798146864
A092,8,optical,0.5994044905230267,0.6495,-0.05009550947697328,-0.07712934484522445
A092,8,cosine,0.7786369463472502,0.7825,-0.0038630536527497483,-0.004936809779871883
A092,8,shadow_block,0.9358705249632875,1.0,-0.06412947503671251,-0.06412947503671251
A092,8,truncation,0.9347812741613815,0.9349,-0.00011872583861849417,-0.0001269930886923673
A092,8,unit_power,38709.87164939939,0.6673,38709.20434939939,58008.69826075137
A092,9,optical,0.58223916090855,0.6301,-0.04786083909145,-0.07595752910879226
A092,9,cosine,0.7600919805120645,0.7636,-0.003508019487935443,-0.004594053808192042
A092,9,shadow_block,0.9346499909835557,0.9983,-0.06365000901644424,-0.06375839829354327
A092,9,truncation,0.9351564118185669,0.9309,0.004256411818566952,0.0045723620351992185
A092,9,unit_power,36302.41204847723,0.6249,36301.787148477226,58092.15418223272
A092,10,optical,0.5614678252732623,0.6085,-0.04703217472673771,-0.07729198804722712
A092,10,cosine,0.7378354064925949,0.7409,-0.0030645935074050668,-0.004136311927932334
A092,10,shadow_block,0.9298652842657156,0.9942,-0.0643347157342844,-0.0647100339310847
A092,10,truncation,0.9381959555003702,0.9304,0.007795955500370155,0.008379143916992859
A092,10,unit_power,32984.02677059529,0.5683,32983.45847059529,58038.81483476207
A092,11,optical,0.5348190508523529,0.5878,-0.05298094914764706,-0.09013431294257751
A092,11,cosine,0.7181956127447962,0.7209,-0.002704387255203833,-0.0037514041548118086
