export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",180.28482178549999,-153.42698551239999
2,98461791273696,"[""ring1"",""active"",1]",178.56892068050001,-140.39342263739999
3,146546269447317,"[""ring1"",""active"",2]",175.1664780143,-127.695333737
4,91816430395141,"[""ring1"",""active"",3]",170.13571052399999,-115.549986633
5,231364419112210,"[""ring1"",""active"",4]",163.56269603640001,-104.1651915815
6,186914820487113,"[""ring1"",""active"",5]",155.5599006516,-93.7357455824
7,218691133102543,"[""ring1"",""active"",6]",146.2642544176,-84.440099348399997
8,249518401681586,"[""ring1"",""active"",7]",135.83480841849999,-76.437303963600002
9,257081424862060,"[""ring1"",""active"",8]",124.450013367,-69.864289475999996
10,462329393670,"[""ring1"",""active"",9]",112.304666263,-64.833521985700003
11,136638878541845,"[""ring1"",""active"",10]",99.606577362600007,-61.4310793195
12,113440114950139,"[""ring1"",""active"",11]",86.573014487600005,-59.7151782145
13,189893974123011,"[""ring1"",""active"",12]",73.426985512399995,-59.7151782145
14,259292959545620,"[""ring1"",""active"",13]",60.3934226374,-61.4310793195
15,199461450372935,"[""ring1"",""active"",14]",47.695333736999999,-64.833521985700003
16,53150555964577,"[""ring1"",""active"",15]",35.549986633000003,-69.864289475999996
17,182181300776484,"[""ring1"",""active"",16]",24.1651915815,-76.437303963600002
18,36828647183504,"[""ring1"",""active"",17]",13.7357455824,-84.440099348399997
19,245044142097057,"[""ring1"",""active"",18]",4.4400993484000004,-93.7357455824
20,164989153111639,"[""ring1"",""active"",19]",-3.5626960364000002,-104.1651915815
21,82757952312123,"[""ring1"",""active"",20]",-10.135710524,-115.549986633
22,264367324792324,"[""ring1"",""active"",21]",-15.166478014300001,-127.695333737
23,96077426024455,"[""ring1"",""active"",22]",-18.5689206805,-140.39342263739999
24,175280640722083,"[""ring1"",""active"",23]",-20.2848217855,-153.42698551239999
25,271289438101252,"[""ring1"",""active"",24]",-20.2848217855,-166.57301448760001
26,22151644413009,"[""ring1"",""active"",25]",-18.5689206805,-179.60657736260001
27,54785332350034,"[""ring1"",""active"",26]",-15.166478014300001,-192.304666263
28,37097415433566,"[""ring1"",""active"",27]",-10.135710524,-204.450013367
29,7974149837147,"[""ring1"",""active"",28]",-3.5626960364000002,-215.83480841849999
30,159066063835249,"[""ring1"",""active"",29]",4.4400993484000004,-226.2642544176
31,227814935923795,"[""ring1"",""active"",30]",13.7357455824,-235.5599006516
32,112737315580354,"[""ring1"",""active"",31]",24.1651915815,-243.56269603640001
33,279057199714791,"[""ring1"",""active"",32]",35.549986633000003,-250.13571052399999
34,104555532071604,"[""ring1"",""active"",33]",47.695333736999999,-255.1664780143
35,114636202083057,"[""ring1"",""active"",34]",60.3934226374,-258.56892068050001
36,166816355597687,"[""ring1"",""active"",35]",73.426985512399995,-260.28482178550001
37,196871639851600,"[""ring1"",""active"",36]",86.573014487600005,-260.28482178550001
38,163201643135464,"[""ring1"",""active"",37]",99.606577362600007,-258.56892068050001
39,141087017475327,"[""ring1"",""active"",38]",112.304666263,-255.1664780143
40,274460507970912,"[""ring1"",""active"",39]",124.450013367,-250.13571052399999
41,211658257369416,"[""ring1"",""active"",40]",135.83480841849999,-243.56269603640001
42,25256560694987,"[""ring1"",""active"",41]",146.2642544176,-235.5599006516
43,111109889874469,"[""ring1"",""active"",42]",155.5599006516,-226.2642544176
44,248359595964128,"[""ring1"",""active"",43]",163.56269603640001,-215.83480841849999
45,232550607584963,"[""ring1"",""active"",44]",170.13571052399999,-204.450013367
46,8954556596020,"[""ring1"",""active"",45]",175.1664780143,-192.304666263
47,16077873566104,"[""ring1"",""active"",46]",178.56892068050001,-179.60657736260001
48,82931331611565,"[""ring1"",""active"",47]",180.28482178549999,-166.57301448760001
49,118963306441431,"[""ring2"",""active"",0]",193.423030979,-153.39386072709999
50,166210091923763,"[""ring2"",""active"",1]",191.88917906040001,-140.27091888230001
51,117307025828046,"[""ring2"",""active"",2]",188.84221793910001,-127.4147790147
52,31761126237247,"[""ring2"",""active"",3]",184.32335253720001,-114.9992983615
53,8755066053518,"[""ring2"",""active"",4]",178.39369275729999,-103.192375
54,26147884959761,"[""ring2"",""active"",5]",171.13342707570001,-92.153677314000007
55,113321123638128,"[""ring2"",""active"",6]",162.64073813069999,-82.032484753099993
56,146421478213383,"[""ring2"",""active"",7]",153.0304749714,-72.965669083899996
57,209994560452606,"[""ring2"",""active"",8]",142.43259992079999,-65.075843434399999
58,52342416943538,"[""ring2"",""active"",9]",130.9904310583,-58.469704161499997
59,200784994231433,"[""ring2"",""active"",10]",118.858704089,-53.2365879663
60,91357866436445,"[""ring2"",""active"",11]",106.20147980839999,-49.447263767899997
61,198849746917301,"[""ring2"",""active"",12]",93.189925461599998,-47.152975675599997
62,195368130266985,"[""ring2"",""active"",13]",80,-46.384749999999997
63,150101175004650,"[""ring2"",""active"",14]",66.810074538400002,-47.152975675599997
64,24350496598495,"[""ring2"",""active"",15]",53.798520191599998,-49.447263767899997
65,111513192711181,"[""ring2"",""active"",16]",41.141295911,-53.2365879663
66,183037382441518,"[""ring2"",""active"",17]",29.0095689417,-58.469704161499997
67,224334105978858,"[""ring2"",""active"",18]",17.567400079199999,-65.075843434399999
68,240661364293959,"[""ring2"",""active"",19]",6.9695250285999997,-72.965669083899996
69,206103613447385,"[""ring2"",""active"",20]",-2.6407381307,-82.032484753099993
70,205049209907177,"[""ring2"",""active"",21]",-11.1334270757,-92.153677314000007
71,140036588241521,"[""ring2"",""active"",22]",-18.393692757299998,-103.192375
72,178109332024333,"[""ring2"",""active"",23]",-24.323352537200002,-114.9992983615
73,147447801650378,"[""ring2"",""active"",24]",-28.842217939099999,-127.4147790147
74,186058987222788,"[""ring2"",""active"",25]",-31.8891790604,-140.27091888230001
75,15063983504382,"[""ring2"",""active"",26]",-33.423030979000004,-153.39386072709999
76,82820283973980,"[""ring2"",""active"",27]",-33.423030979000004,-166.60613927290001
77,4812291460678,"[""ring2"",""active"",28]",-31.8891790604,-179.72908111769999
78,254876129109843,"[""ring2"",""active"",29]",-28.842217939099999,-192.5852209853
79,52090938489001,"[""ring2"",""active"",30]",-24.323352537200002,-205.0007016385
80,276426639245006,"[""ring2"",""active"",31]",-18.393692757299998,-216.807625
81,150770518482208,"[""ring2"",""active"",32]",-11.1334270757,-227.84632268600001
82,65908650420079,"[""ring2"",""active"",33]",-2.6407381307,-237.96751524690001
83,238391778599238,"[""ring2"",""active"",34]",6.9695250285999997,-247.0343309161
84,187322721507181,"[""ring2"",""active"",35]",17.567400079199999,-254.92415656559999
85,75900330232157,"[""ring2"",""active"",36]",29.0095689417,-261.53029583850002
86,56946199260712,"[""ring2"",""active"",37]",41.141295911,-266.76341203369998
87,155089634456550,"[""ring2"",""active"",38]",53.798520191599998,-270.55273623210002
88,273285650791107,"[""ring2"",""active"",39]",66.810074538400002,-272.84702432440002
89,251067079882723,"[""ring2"",""active"",40]",80,-273.61525
90,13564978797403,"[""ring2"",""active"",41]",93.189925461599998,-272.84702432440002
91,94878253318120,"[""ring2"",""active"",42]",106.20147980839999,-270.55273623210002
92,207197014732390,"[""ring2"",""active"",43]",118.858704089,-266.76341203369998
93,203533647948113,"[""ring2"",""active"",44]",130.9904310583,-261.53029583850002
94,82706652683496,"[""ring2"",""active"",45]",142.43259992079999,-254.92415656559999
95,5167778211505,"[""ring2"",""active"",46]",153.0304749714,-247.0343309161
96,255403182698697,"[""ring2"",""active"",47]",162.64073813069999,-237.96751524690001
97,82825078268065,"[""ring2"",""active"",48]",171.13342707570001,-227.84632268600001
98,260003801076989,"[""ring2"",""active"",49]",178.39369275729999,-216.807625
99,100092810805523,"[""ring2"",""active"",50]",184.32335253720001,-205.0007016385
100,29530510557746,"[""ring2"",""active"",51]",188.84221793910001,-192.5852209853
101,197980779087096,"[""ring2"",""active"",52]",191.88917906040001,-179.72908111769999
102,226745184831197,"[""ring2"",""active"",53]",193.423030979,-166.60613927290001
103,59555902021457,"[""ring3"",""active"",0]",206.55682025420001,-153.3674380974
104,155037580514219,"[""ring3"",""active"",1]",205.1702372478,-140.17498202819999
105,110538863576565,"[""ring3"",""active"",2]",202.41226292850001,-127.19973300460001
106,21100493715803,"[""ring3"",""active"",3]",198.31311424020001,-114.5838505701
