export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.3166431994,-93.931961009099993
2,98461791273696,"[""ring1"",""active"",1]",98.853800648199993,-81.884368699700005
3,146546269447317,"[""ring1"",""active"",2]",95.949447084100001,-70.100943087600001
4,91816430395141,"[""ring1"",""active"",3]",91.645934522199994,-58.753513052000002
5,231364419112210,"[""ring1"",""active"",4]",86.006017866299999,-48.007549675100002
6,186914820487113,"[""ring1"",""active"",5]",79.111939801199995,-38.019753300799998
7,218691133102543,"[""ring1"",""active"",6]",71.064231509199999,-28.935768490800001
8,249518401681586,"[""ring1"",""active"",7]",61.980246699200002,-20.888060198800002
9,257081424862060,"[""ring1"",""active"",8]",51.992450324899998,-13.993982133699999
10,462329393670,"[""ring1"",""active"",9]",41.246486947999998,-8.3540654778000007
11,136638878541845,"[""ring1"",""active"",10]",29.899056912399999,-4.0505529159
12,113440114950139,"[""ring1"",""active"",11]",18.115631300299999,-1.1461993518
13,189893974123011,"[""ring1"",""active"",12]",6.0680389908999999,0.31664319940000002
14,259292959545620,"[""ring1"",""active"",13]",-6.0680389908999999,0.31664319940000002
15,199461450372935,"[""ring1"",""active"",14]",-18.115631300299999,-1.1461993518
16,53150555964577,"[""ring1"",""active"",15]",-29.899056912399999,-4.0505529159
17,182181300776484,"[""ring1"",""active"",16]",-41.246486947999998,-8.3540654778000007
18,36828647183504,"[""ring1"",""active"",17]",-51.992450324899998,-13.993982133699999
19,245044142097057,"[""ring1"",""active"",18]",-61.980246699200002,-20.888060198800002
20,164989153111639,"[""ring1"",""active"",19]",-71.064231509199999,-28.935768490800001
21,82757952312123,"[""ring1"",""active"",20]",-79.111939801199995,-38.019753300799998
22,264367324792324,"[""ring1"",""active"",21]",-86.006017866299999,-48.007549675100002
23,96077426024455,"[""ring1"",""active"",22]",-91.645934522199994,-58.753513052000002
24,175280640722083,"[""ring1"",""active"",23]",-95.949447084100001,-70.100943087600001
25,271289438101252,"[""ring1"",""active"",24]",-98.853800648199993,-81.884368699700005
26,22151644413009,"[""ring1"",""active"",25]",-100.3166431994,-93.931961009099993
27,54785332350034,"[""ring1"",""active"",26]",-100.3166431994,-106.06803899090001
28,37097415433566,"[""ring1"",""active"",27]",-98.853800648199993,-118.1156313003
29,7974149837147,"[""ring1"",""active"",28]",-95.949447084100001,-129.8990569124
30,159066063835249,"[""ring1"",""active"",29]",-91.645934522199994,-141.24648694800001
31,227814935923795,"[""ring1"",""active"",30]",-86.006017866299999,-151.99245032490001
32,112737315580354,"[""ring1"",""active"",31]",-79.111939801199995,-161.98024669919999
33,279057199714791,"[""ring1"",""active"",32]",-71.064231509199999,-171.0642315092
34,104555532071604,"[""ring1"",""active"",33]",-61.980246699200002,-179.11193980120001
35,114636202083057,"[""ring1"",""active"",34]",-51.992450324899998,-186.0060178663
36,166816355597687,"[""ring1"",""active"",35]",-41.246486947999998,-191.64593452220001
37,196871639851600,"[""ring1"",""active"",36]",-29.899056912399999,-195.9494470841
38,163201643135464,"[""ring1"",""active"",37]",-18.115631300299999,-198.85380064820001
39,141087017475327,"[""ring1"",""active"",38]",-6.0680389908999999,-200.3166431994
40,274460507970912,"[""ring1"",""active"",39]",6.0680389908999999,-200.3166431994
41,211658257369416,"[""ring1"",""active"",40]",18.115631300299999,-198.85380064820001
42,25256560694987,"[""ring1"",""active"",41]",29.899056912399999,-195.9494470841
43,111109889874469,"[""ring1"",""active"",42]",41.246486947999998,-191.64593452220001
44,248359595964128,"[""ring1"",""active"",43]",51.992450324899998,-186.0060178663
45,232550607584963,"[""ring1"",""active"",44]",61.980246699200002,-179.11193980120001
46,8954556596020,"[""ring1"",""active"",45]",71.064231509199999,-171.0642315092
47,16077873566104,"[""ring1"",""active"",46]",79.111939801199995,-161.98024669919999
48,82931331611565,"[""ring1"",""active"",47]",86.006017866299999,-151.99245032490001
49,126224545870466,"[""ring1"",""active"",48]",91.645934522199994,-141.24648694800001
50,166042599386754,"[""ring1"",""active"",49]",95.949447084100001,-129.8990569124
51,251037322716503,"[""ring1"",""active"",50]",98.853800648199993,-118.1156313003
52,31188186379726,"[""ring1"",""active"",51]",100.3166431994,-106.06803899090001
53,118963306441431,"[""ring2"",""active"",0]",112.4450973671,-93.903403969500005
54,166210091923763,"[""ring2"",""active"",1]",111.12678141000001,-81.781688922699999
