export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.2848217855,-213.42698551239999
2,98461791273696,"[""ring1"",""active"",1]",98.5689206805,-200.39342263739999
3,146546269447317,"[""ring1"",""active"",2]",95.166478014299997,-187.695333737
4,91816430395141,"[""ring1"",""active"",3]",90.135710524000004,-175.549986633
5,231364419112210,"[""ring1"",""active"",4]",83.562696036399998,-164.16519158150001
6,186914820487113,"[""ring1"",""active"",5]",75.559900651600003,-153.7357455824
7,218691133102543,"[""ring1"",""active"",6]",66.2642544176,-144.4400993484
8,249518401681586,"[""ring1"",""active"",7]",55.834808418500003,-136.43730396359999
9,257081424862060,"[""ring1"",""active"",8]",44.450013366999997,-129.86428947600001
10,462329393670,"[""ring1"",""active"",9]",32.304666263000001,-124.8335219857
11,136638878541845,"[""ring1"",""active"",10]",19.6065773626,-121.4310793195
12,113440114950139,"[""ring1"",""active"",11]",6.5730144876000001,-119.7151782145
13,189893974123011,"[""ring1"",""active"",12]",-6.5730144876000001,-119.7151782145
14,259292959545620,"[""ring1"",""active"",13]",-19.6065773626,-121.4310793195
15,199461450372935,"[""ring1"",""active"",14]",-32.304666263000001,-124.8335219857
16,53150555964577,"[""ring1"",""active"",15]",-44.450013366999997,-129.86428947600001
17,182181300776484,"[""ring1"",""active"",16]",-55.834808418500003,-136.43730396359999
18,36828647183504,"[""ring1"",""active"",17]",-66.2642544176,-144.4400993484
19,245044142097057,"[""ring1"",""active"",18]",-75.559900651600003,-153.7357455824
20,164989153111639,"[""ring1"",""active"",19]",-83.562696036399998,-164.16519158150001
21,82757952312123,"[""ring1"",""active"",20]",-90.135710524000004,-175.549986633
22,264367324792324,"[""ring1"",""active"",21]",-95.166478014299997,-187.695333737
23,96077426024455,"[""ring1"",""active"",22]",-98.5689206805,-200.39342263739999
24,175280640722083,"[""ring1"",""active"",23]",-100.2848217855,-213.42698551239999
25,271289438101252,"[""ring1"",""active"",24]",-100.2848217855,-226.57301448760001
26,22151644413009,"[""ring1"",""active"",25]",-98.5689206805,-239.60657736260001
27,54785332350034,"[""ring1"",""active"",26]",-95.166478014299997,-252.304666263
28,37097415433566,"[""ring1"",""active"",27]",-90.135710524000004,-264.450013367
29,7974149837147,"[""ring1"",""active"",28]",-83.562696036399998,-275.83480841850002
30,159066063835249,"[""ring1"",""active"",29]",-75.559900651600003,-286.2642544176
31,227814935923795,"[""ring1"",""active"",30]",-66.2642544176,-295.5599006516
