export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.2848217855,-173.42698551239999
2,98461791273696,"[""ring1"",""active"",1]",98.5689206805,-160.39342263739999
3,146546269447317,"[""ring1"",""active"",2]",95.166478014299997,-147.695333737
4,91816430395141,"[""ring1"",""active"",3]",90.135710524000004,-135.549986633
5,231364419112210,"[""ring1"",""active"",4]",83.562696036399998,-124.1651915815
6,186914820487113,"[""ring1"",""active"",5]",75.559900651600003,-113.7357455824
7,218691133102543,"[""ring1"",""active"",6]",66.2642544176,-104.4400993484
8,249518401681586,"[""ring1"",""active"",7]",55.834808418500003,-96.437303963600002
9,257081424862060,"[""ring1"",""active"",8]",44.450013366999997,-89.864289475999996
10,462329393670,"[""ring1"",""active"",9]",32.304666263000001,-84.833521985700003
11,136638878541845,"[""ring1"",""active"",10]",19.6065773626,-81.4310793195
12,113440114950139,"[""ring1"",""active"",11]",6.5730144876000001,-79.7151782145
13,189893974123011,"[""ring1"",""active"",12]",-6.5730144876000001,-79.7151782145
14,259292959545620,"[""ring1"",""active"",13]",-19.6065773626,-81.4310793195
15,199461450372935,"[""ring1"",""active"",14]",-32.304666263000001,-84.833521985700003
16,53150555964577,"[""ring1"",""active"",15]",-44.450013366999997,-89.864289475999996
17,182181300776484,"[""ring1"",""active"",16]",-55.834808418500003,-96.437303963600002
18,36828647183504,"[""ring1"",""active"",17]",-66.2642544176,-104.4400993484
19,245044142097057,"[""ring1"",""active"",18]",-75.559900651600003,-113.7357455824
20,164989153111639,"[""ring1"",""active"",19]",-83.562696036399998,-124.1651915815
21,82757952312123,"[""ring1"",""active"",20]",-90.135710524000004,-135.549986633
22,264367324792324,"[""ring1"",""active"",21]",-95.166478014299997,-147.695333737
23,96077426024455,"[""ring1"",""active"",22]",-98.5689206805,-160.39342263739999
24,175280640722083,"[""ring1"",""active"",23]",-100.2848217855,-173.42698551239999
25,271289438101252,"[""ring1"",""active"",24]",-100.2848217855,-186.57301448760001
26,22151644413009,"[""ring1"",""active"",25]",-98.5689206805,-199.60657736260001
27,54785332350034,"[""ring1"",""active"",26]",-95.166478014299997,-212.304666263
28,37097415433566,"[""ring1"",""active"",27]",-90.135710524000004,-224.450013367
29,7974149837147,"[""ring1"",""active"",28]",-83.562696036399998,-235.83480841849999
30,159066063835249,"[""ring1"",""active"",29]",-75.559900651600003,-246.2642544176
31,227814935923795,"[""ring1"",""active"",30]",-66.2642544176,-255.5599006516
32,112737315580354,"[""ring1"",""active"",31]",-55.834808418500003,-263.56269603639998
33,279057199714791,"[""ring1"",""active"",32]",-44.450013366999997,-270.13571052399999
34,104555532071604,"[""ring1"",""active"",33]",-32.304666263000001,-275.16647801430003
35,114636202083057,"[""ring1"",""active"",34]",-19.6065773626,-278.56892068050001
36,166816355597687,"[""ring1"",""active"",35]",-6.5730144876000001,-280.28482178550001
37,196871639851600,"[""ring1"",""active"",36]",6.5730144876000001,-280.28482178550001
38,163201643135464,"[""ring1"",""active"",37]",19.6065773626,-278.56892068050001
39,141087017475327,"[""ring1"",""active"",38]",32.304666263000001,-275.16647801430003
40,274460507970912,"[""ring1"",""active"",39]",44.450013366999997,-270.13571052399999
41,211658257369416,"[""ring1"",""active"",40]",55.834808418500003,-263.56269603639998
42,25256560694987,"[""ring1"",""active"",41]",66.2642544176,-255.5599006516
43,111109889874469,"[""ring1"",""active"",42]",75.559900651600003,-246.2642544176
44,248359595964128,"[""ring1"",""active"",43]",83.562696036399998,-235.83480841849999
45,232550607584963,"[""ring1"",""active"",44]",90.135710524000004,-224.450013367
46,8954556596020,"[""ring1"",""active"",45]",95.166478014299997,-212.304666263
47,16077873566104,"[""ring1"",""active"",46]",98.5689206805,-199.60657736260001
48,82931331611565,"[""ring1"",""active"",47]",100.2848217855,-186.57301448760001
49,118963306441431,"[""ring2"",""active"",0]",113.423030979,-173.39386072709999
50,166210091923763,"[""ring2"",""active"",1]",111.8891790604,-160.27091888230001
51,117307025828046,"[""ring2"",""active"",2]",108.8422179391,-147.4147790147
52,31761126237247,"[""ring2"",""active"",3]",104.32335253719999,-134.9992983615
53,8755066053518,"[""ring2"",""active"",4]",98.393692757300002,-123.192375
54,26147884959761,"[""ring2"",""active"",5]",91.133427075699998,-112.15367731400001
55,113321123638128,"[""ring2"",""active"",6]",82.640738130700001,-102.03248475309999
56,146421478213383,"[""ring2"",""active"",7]",73.030474971399997,-92.965669083899996
57,209994560452606,"[""ring2"",""active"",8]",62.432599920800001,-85.075843434399999
58,52342416943538,"[""ring2"",""active"",9]",50.990431058299997,-78.469704161500005
59,200784994231433,"[""ring2"",""active"",10]",38.858704089,-73.236587966299993
60,91357866436445,"[""ring2"",""active"",11]",26.201479808399998,-69.447263767899997
61,198849746917301,"[""ring2"",""active"",12]",13.1899254616,-67.152975675600004
62,195368130266985,"[""ring2"",""active"",13]",0,-66.384749999999997
63,150101175004650,"[""ring2"",""active"",14]",-13.1899254616,-67.152975675600004
64,24350496598495,"[""ring2"",""active"",15]",-26.201479808399998,-69.447263767899997
65,111513192711181,"[""ring2"",""active"",16]",-38.858704089,-73.236587966299993
66,183037382441518,"[""ring2"",""active"",17]",-50.990431058299997,-78.469704161500005
67,224334105978858,"[""ring2"",""active"",18]",-62.432599920800001,-85.075843434399999
68,240661364293959,"[""ring2"",""active"",19]",-73.030474971399997,-92.965669083899996
69,206103613447385,"[""ring2"",""active"",20]",-82.640738130700001,-102.03248475309999
70,205049209907177,"[""ring2"",""active"",21]",-91.133427075699998,-112.15367731400001
71,140036588241521,"[""ring2"",""active"",22]",-98.393692757300002,-123.192375
72,178109332024333,"[""ring2"",""active"",23]",-104.32335253719999,-134.9992983615
73,147447801650378,"[""ring2"",""active"",24]",-108.8422179391,-147.4147790147
74,186058987222788,"[""ring2"",""active"",25]",-111.8891790604,-160.27091888230001
75,15063983504382,"[""ring2"",""active"",26]",-113.423030979,-173.39386072709999
76,82820283973980,"[""ring2"",""active"",27]",-113.423030979,-186.60613927290001
77,4812291460678,"[""ring2"",""active"",28]",-111.8891790604,-199.72908111769999
78,254876129109843,"[""ring2"",""active"",29]",-108.8422179391,-212.5852209853
79,52090938489001,"[""ring2"",""active"",30]",-104.32335253719999,-225.0007016385
80,276426639245006,"[""ring2"",""active"",31]",-98.393692757300002,-236.807625
81,150770518482208,"[""ring2"",""active"",32]",-91.133427075699998,-247.84632268600001
82,65908650420079,"[""ring2"",""active"",33]",-82.640738130700001,-257.96751524690001
83,238391778599238,"[""ring2"",""active"",34]",-73.030474971399997,-267.03433091609998
84,187322721507181,"[""ring2"",""active"",35]",-62.432599920800001,-274.92415656560001
85,75900330232157,"[""ring2"",""active"",36]",-50.990431058299997,-281.53029583850002
86,56946199260712,"[""ring2"",""active"",37]",-38.858704089,-286.76341203369998
87,155089634456550,"[""ring2"",""active"",38]",-26.201479808399998,-290.55273623210002
88,273285650791107,"[""ring2"",""active"",39]",-13.1899254616,-292.84702432440002
89,251067079882723,"[""ring2"",""active"",40]",-0,-293.61525
90,13564978797403,"[""ring2"",""active"",41]",13.1899254616,-292.84702432440002
91,94878253318120,"[""ring2"",""active"",42]",26.201479808399998,-290.55273623210002
92,207197014732390,"[""ring2"",""active"",43]",38.858704089,-286.76341203369998
93,203533647948113,"[""ring2"",""active"",44]",50.990431058299997,-281.53029583850002
94,82706652683496,"[""ring2"",""active"",45]",62.432599920800001,-274.92415656560001
95,5167778211505,"[""ring2"",""active"",46]",73.030474971399997,-267.03433091609998
96,255403182698697,"[""ring2"",""active"",47]",82.640738130700001,-257.96751524690001
97,82825078268065,"[""ring2"",""active"",48]",91.133427075699998,-247.84632268600001
98,260003801076989,"[""ring2"",""active"",49]",98.393692757300002,-236.807625
99,100092810805523,"[""ring2"",""active"",50]",104.32335253719999,-225.0007016385
100,29530510557746,"[""ring2"",""active"",51]",108.8422179391,-212.5852209853
101,197980779087096,"[""ring2"",""active"",52]",111.8891790604,-199.72908111769999
102,226745184831197,"[""ring2"",""active"",53]",113.423030979,-186.60613927290001
103,59555902021457,"[""ring3"",""active"",0]",126.55682025420001,-173.3674380974
104,155037580514219,"[""ring3"",""active"",1]",125.1702372478,-160.17498202819999
105,110538863576565,"[""ring3"",""active"",2]",122.4122629285,-147.19973300460001
106,21100493715803,"[""ring3"",""active"",3]",118.31311424019999,-134.5838505701
107,269401024120553,"[""ring3"",""active"",4]",112.9177023137,-122.4655569728
108,24001370476862,"[""ring3"",""active"",5]",106.285140411,-110.97762277299999
109,85543209124447,"[""ring3"",""active"",6]",98.4880962684,-100.2459121821
110,43223118027071,"[""ring3"",""active"",7]",89.611995933200006,-90.388004066799994
111,25623575773241,"[""ring3"",""active"",8]",79.7540878179,-81.5119037316
