panel_row,included_primary,hit_adjusted,footprint_fraction_adjusted,distance_adjusted_m,hit_baseline,footprint_fraction_baseline,distance_baseline_m,projected_weight_adjusted_m2,projected_weight_baseline_m2
1,True,False,0.014007250742554237,0.9630495820203059,False,0.014106565658835791,2.237620598973975,49.921680705156355,50.04404181144893
2,True,False,0.014083879783146347,0.8050979557458969,False,0.014177632832876636,2.572568142063241,50.01295003099464,50.122605031993
3,True,False,0.014210406502341026,0.7145087596860864,False,0.014303572177606541,3.0966881444856975,50.16163411305765,50.25794055905678
4,True,False,0.01440882714625332,0.96116383837755,False,0.0,3.7957730164693615,50.401307986490345,50.46989255050322
5,True,False,0.014324935311165236,0.7987266054277652,False,0.014417617877855641,3.5267390425320237,50.30347988532561,50.387002568639005
6,True,False,0.013868832005362574,1.0579225393137293,False,4.9327022454941885e-19,3.8942764580458706,49.79886590837108,49.934741624754814
7,True,False,0.01397702500517786,0.8650307881358966,False,0.007763711227269121,3.7262823942338144,49.93353389383857,50.0628874188682
8,True,False,0.013712958677974512,0.811401561734602,False,0.013802731381979122,2.400132510785696,49.58274521602715,49.72717139758328
9,True,False,0.01363644500151805,1.0005111522598984,False,0.013731285580852444,2.046526716966883,49.493707007378354,49.648746942740445
10,True,False,0.01418206688537887,0.7213190885979056,False,0.014276721348259644,3.2984872645031365,50.181330502792456,50.28247045756873
11,True,False,0.013759007054669715,1.0171705367396418,False,0.01385786730883072,2.098329508485958,49.6367020267662,49.78429105367267
12,True,False,0.013961849680636015,0.693184006657656,False,0.014055238752814399,2.995601193643203,49.873697968179854,49.99886747893308
13,True,False,0.014498762466624347,0.8843847546896488,False,0.014586838126025717,2.100444693720111,50.58036647506152,50.62586097541269
14,True,False,0.014352810009442872,0.7305711989451953,False,0.014442604736674535,2.9061036504703397,50.35682668338628,50.42970519657039
15,True,False,0.014551212146106733,0.9074990436865755,False,0.0007372420018049036,3.603003120820969,50.59903257935199,50.6416196397812
16,True,False,0.014372702551737039,0.7583062606982972,False,0.01446146701086542,2.699520836976482,50.42339540703809,50.490383830369176
17,True,False,0.01467201234461755,0.9209198201542313,False,0.0,3.4994653977618375,50.747278688718545,50.76546327382682
18,True,False,0.01458824373441005,0.7888612597366411,False,0.014671534237347543,3.236340716441205,50.646859828919986,50.68186166164223
19,True,False,0.01401982553428397,0.8464013067309673,False,0.014114951887772263,2.4582126682996654,49.952443162814944,50.070034893842944
20,True,False,0.014260822890103645,0.7564748984210791,False,0.014354919046316653,3.4350631380659853,50.242192042331624,50.33445901119061
21,True,False,0.013557494309014852,0.873836214656752,False,0.01052484318702096,3.52564970878664,49.606024219445196,49.76685988246773
22,True,False,0.01386508845323626,0.9095977558016344,False,0.0036233381108743707,3.7677694233198133,49.97418668836213,50.11083954805408
23,True,False,0.013584263066343832,0.8536785245016877,False,0.013673213540966981,2.2475471314272566,49.6832456308768,49.834259056291415
24,True,False,0.013455494082621955,1.1772839455364803,False,0.0017253363926379988,3.592508980162274,49.48518406833357,49.640629968959544
25,True,False,0.01333210657550953,0.9209890898367267,False,0.013366581624168613,1.9222183811075262,49.17372746663935,49.2886964074014
26,True,False,0.013250845084305516,0.8045584215570093,False,0.013294390947424961,1.535333985387716,49.0837500221098,49.211709248286716
27,True,False,0.013575581249367773,1.1147631556634436,False,0.0,3.7375340398087484,49.625613349343375,49.77820320609415
28,True,False,0.013330577650353923,1.015863002466853,False,0.013415576664496309,1.7238623679500973,49.38131375538551,49.54722572628107
29,True,False,0.013880407351221048,0.7017530675227985,False,0.013976776512487793,3.3644326877716617,49.99330959236334,50.127989120754776
30,True,False,0.013455286144932143,1.0684442111076666,False,0.013547173111641664,1.8077070076198984,49.32221321913545,49.48833109703555
31,True,False,0.013658018506087369,0.6683882940901397,False,0.01374534924148133,2.7576806575729567,49.55402999365194,49.702082146577446
32,True,False,0.014270159706664853,0.7396185657203552,False,0.014362580554055362,3.365434114519895,50.478581187325474,50.56195769569361
33,True,False,0.014032720862306178,0.7089018252500022,False,0.014125277724138085,2.8889131911649173,50.22810793862667,50.33818737041071
34,True,False,0.014590648871403215,0.8338212378957888,False,0.014671846718266292,2.0514236255682485,50.88779770057833,50.90696428171786
35,True,False,0.014434148377195663,0.7424948913660117,False,0.014521266123432946,2.697620186385513,50.503614200148824,50.5603315501253
36,True,False,0.014632338214707897,0.8509464081640589,False,0.0075386814231871106,3.397639324172538,50.747486857987234,50.772151539903945
37,True,True,0.014737631327409578,0.3164515064178106,False,0.014786717723099488,1.751132199237134,51.05838281206778,51.02951240702471
38,True,False,0.014764878139666746,1.6576455982776546,False,0.005314839538793024,3.202109837592833,51.135617392461754,51.10806460527297
39,True,False,0.01458197713477058,0.7508081910280039,False,0.014661996956315052,2.55074572906798,50.8710499855087,50.892977058427014
40,True,False,0.014905800493176634,2.3031610654199226,False,0.004134849638751364,3.075178394625264,51.07504207064629,51.02327597120591
41,True,False,0.01482182063745329,1.9737796745985645,False,0.014862813747889553,2.808614723429351,50.97835834791661,50.940503313889586
42,True,False,0.014256677280114332,0.7192201216251992,False,0.014347062215443615,2.889394823901191,50.46231777479985,50.54286678663307
43,True,False,0.014453830134763281,0.7468320762718968,False,0.01453994640605618,3.1797069995401444,50.743200023025615,50.792687895532566
44,True,False,0.013896668724741794,0.8851606269214823,False,0.013992829311889974,2.342306784396662,49.84331332889772,49.9743653454559
45,True,False,0.01413705479158262,0.7114748977364842,False,0.014232473550637042,3.3443983999063946,50.13255665198306,50.24017656834543
46,True,False,0.0134705317959118,0.9447043092597394,False,0.008210343335920621,3.498516408353297,49.49130714205962,49.65452748313468
47,True,False,0.013761664110795418,0.9710335366475713,False,0.0014641130336061575,3.7659694658948375,49.73174453412421,49.87798458021414
48,True,False,0.013495199056828977,0.9088822440743665,False,0.013581875490623015,2.033893596402339,49.383436947036316,49.541821532306564
49,True,False,0.013204093968075967,2.0915107640648976,False,0.013225229297076537,2.980940339368026,49.08465396706902,49.19143753554238
50,True,False,0.013249039710859702,1.1428025176797427,False,0.013267939196803007,1.6958757173104433,49.09668409576312,49.19923543656671
51,True,False,0.011510388852459481,3.035086113479791,False,0.012405934348974074,2.950328110825501,48.997224501438374,49.06447247360746
52,True,False,0.012895195309100221,1.159975462845805,False,0.012877336629939142,1.082659987684665,48.7107590123809,48.77794883955888
53,True,False,0.01282304815939888,0.7119634051076006,False,0.012805372519162622,0.6375492538410208,48.630915485799996,48.69804413078488
54,True,False,0.011805814842734644,2.8842852320875525,False,0.007077030930963254,3.250143646862919,49.23069795556852,49.31641585485022
55,True,False,0.013025468960063402,1.0766492339019327,False,0.013006969259476654,0.9862309510493329,48.84872184708962,48.91561143639045
56,True,False,0.013344351787237037,2.5105925132178792,False,0.0038934728130977747,3.3889620886971104,49.236606692086106,49.338411595720586
57,True,False,0.013123038792482349,0.5387277622602568,False,0.013134320738174197,1.186549069957106,48.95528802635241,49.05186205170231
58,True,False,0.013590132666282045,0.6938691255036361,False,0.013682191600676206,3.233055616179763,49.53470142297515,49.69474958298837
59,True,True,0.013160135647050163,0.19158989799559892,False,0.013186420462171666,1.2704219002650579,49.0004185942111,49.111856246518855
60,True,False,0.013350226794423544,0.9802074377910958,False,0.013384408789299898,2.3123672271097253,49.2160810519508,49.33037780922707
61,True,False,0.013990236895088238,0.743252994520347,False,0.014087012296450431,3.4900526736821837,50.119868743085554,50.24351833181291
62,True,False,0.013760687933810562,0.6962665618193572,False,0.013850302401606333,2.7242566753941535,49.69957537663768,49.83963210914115
63,True,False,0.014369812614231732,0.7727078646233084,False,0.01446045010580138,3.4458289521081533,50.47427497140278,50.546260134065655
64,True,False,0.014147442469141734,0.7346792958612949,False,0.014239769427603471,2.7513781025155444,50.16299385780342,50.26281764593652
65,True,False,0.01469609341708807,0.6415350825328391,False,0.01476999975579419,2.0782220628678694,50.88973830164795,50.89065787060601
66,True,False,0.014466044913372793,0.766954499268349,False,0.01455229222649431,2.5159104262145187,50.5547353571936,50.604812678832396
67,True,False,0.014667820562717773,0.8992915137612288,False,0.01457101262662349,3.237295876900469,50.80246230163612,50.81670251128451
68,True,False,0.014868907207018273,1.1992460069307058,False,0.014896260948499997,1.6181481333056533,51.20674484645328,51.14555979030153
69,True,False,0.014903940515103317,2.5230403038195846,False,0.013467751404369533,2.943012035477116,51.09154307412497,51.030539280428364
70,True,False,0.01497488394231351,1.2625247390606416,False,0.014995273933486307,1.274279383631001,51.22077213235553,51.14994972765245
71,True,False,0.013177624240568467,2.657208783342435,False,0.012561574383689576,2.6889443068921124,51.232058754678576,51.16164262020785
72,True,False,0.01482787658977791,1.483482824682079,False,0.014872829489941617,2.3581759950653636,51.04291147173925,51.00635556123886
73,True,False,0.010729790346980501,2.680586374118125,False,0.012254398659670682,2.590502050059868,51.276436025106946,51.20444027756031
74,True,False,0.01498485066906702,2.3658593860084656,False,0.015004891294657121,2.3018692312965063,51.18699144554837,51.11684141682175
75,True,False,0.01448963191657387,0.7351970339692689,False,0.014573846366277888,2.825516734938299,50.73372212953837,50.775685541977694
76,True,False,0.014702653940446783,1.173663794869128,False,0.014767427992433073,2.81775876599131,50.849619044936354,50.84831184089177
77,True,False,0.014148995306567247,0.6938557648943318,False,0.014242116801222324,3.050869259351474,50.207221150766344,50.30816107567378
78,True,False,0.01436201169973789,0.7159103568114771,False,0.014452402579783386,3.162016762701185,50.42830999778753,50.500358444744904
79,True,False,0.013724115550893602,0.9383810855864806,False,0.013819716754690544,2.1832602777800294,49.65800836671275,49.805193026252795
80,True,False,0.013965270995359033,0.6786774223852443,False,0.014060695641299322,3.229206701670525,49.941356815815375,50.068100851900574
81,True,False,0.013202791921665048,1.5767874793693573,False,0.009677063151717692,3.316389187134172,49.88495807304488,50.02729408677649
82,True,False,0.013410038383480892,0.9858971118342812,False,0.002705824307815206,3.613735077718641,50.137683737889894,50.29544875989435
83,True,False,0.01315092397862457,0.7296908944975266,False,0.013212266198881396,1.7841824861634075,49.872142725135895,50.0178835499376
84,True,False,0.012957810418473398,2.699920878357779,False,0.012947802988140142,2.802922761117927,49.60430796209085,49.68020276097873
85,True,False,0.012927551500831448,1.3606532623261702,False,0.012917854033742467,1.3913318695396506,49.71222230157532,49.788719247528874
86,True,False,0.012581432207874511,2.1474814593312637,False,0.012560862766896868,1.9706900313233882,49.1906576028115,49.25468341579344
87,True,False,0.012609532319813913,0.8952283726985235,False,0.012588849205764056,0.7766036821259323,49.25863558766783,49.322452234804125
88,True,False,0.012460772741842555,1.8932464818047632,False,0.012443596010759258,1.8062209232796034,49.05668577824145,49.12440164777084
89,True,False,0.012321097326263335,0.6323184348378211,False,0.012305199588656484,0.7279554224796105,48.2368174793017,48.304339572176445
90,True,False,0.012249098219916014,0.8843799115827189,False,0.01223267862562583,0.9667878630401452,48.15845576247864,48.22547349705811
91,True,False,0.012660517826344992,2.377822518624219,False,0.012643600470784147,2.30945719321347,49.27577997049173,49.34444249459335
92,True,True,0.012346349261696307,0.2725662825077915,True,0.012329478817552784,0.31993839576715716,48.967938029876066,49.0357372544484
93,True,False,0.012787303395119402,2.6745987833145835,False,0.01276967666507827,2.594825257875975,49.41450617312894,49.482716040474195
94,True,True,0.012488924446672812,0.3078123990720562,True,0.012472066712511148,0.2457097331723503,49.22895029348585,49.297343711386354
95,True,False,0.012837588849290042,2.7707424892332337,False,0.012820425774041194,2.7064642940286805,49.47680041270429,49.54574073563894
96,True,True,0.012599748572720504,0.49980265189269335,True,0.01258262183826318,0.42045052774308694,49.24541623062028,49.31370270087774
97,True,False,0.01309656680456899,1.1551286885941807,False,0.013143414057484109,2.833710449253729,49.76495000325079,49.899121214084175
98,True,False,0.012760420385441144,0.5275743485989367,True,0.012743097620689307,0.44910989894851333,48.70927327825894,48.77684079108295
99,True,False,0.012960447509487447,1.6833782844338572,False,0.012942334865681436,1.6021828273164156,48.92463377549135,48.99194008644724
100,True,False,0.013510164460706815,0.6919076344288816,False,0.013603619220830572,3.3777395233207113,50.25861236303148,50.41596994453414
101,True,False,0.013239166677689493,0.652208903520749,False,0.013293188110218079,2.3188644725024816,49.97334234895769,50.10671768664126
102,True,False,0.013891101793264155,0.729925005497308,False,0.013986566915456711,3.5566913933630238,50.732864325833006,50.85186415889472
103,True,False,0.013603825622100527,0.6944687661791976,False,0.013693131636129414,2.6464354356610937,50.52901674727646,50.66664379424897
104,True,False,0.014205705426561476,0.7626208850948336,False,0.01322775040148606,3.5013808177522763,51.13079439504847,51.201284324352066
105,True,False,0.013970182044586006,0.7227809856682462,False,0.014061575529172953,2.6549303000862627,50.87898549371739,50.97804582770525
106,True,False,0.014529424271470397,0.8097986484942216,False,0.014602453396394172,2.2540307104256905,51.55382760073057,51.552737944073314
107,True,False,0.01440674341476355,0.7544959564611861,False,0.01449417651808091,2.4084732708199352,50.65592533130416,50.71025325413291
108,True,False,0.014603928860439219,0.7312736155378858,False,0.014683855452644364,3.1173957590693444,50.900495360630764,50.922091763548444
109,True,False,0.01476827370760805,1.6500415235474504,False,0.014788752802085718,1.6898272493207827,51.837680116836175,51.766428783076265
110,True,False,0.014721988371469713,2.691208181841813,False,0.01474223981469777,2.715200500461055,51.82655247362255,51.755292597472625
111,True,False,0.014881104810367606,1.1130948983054845,False,0.014901190727274135,1.0963714380867315,51.96416405439397,51.892108673160294
112,True,False,0.014847470933120008,2.3495751341737003,False,0.014867543218267774,2.3320472965307286,52.08219932751475,52.00997935535473
113,True,False,0.014916768581339722,0.6690664975682789,False,0.0149385402745634,0.7865479592236773,52.00436677453581,51.93464639861834
114,True,False,0.014945663001654362,2.028116862993437,False,0.014966568505478237,2.066764663371914,52.08074643849841,52.009370484870004
115,True,False,0.014793360508732964,2.2588344831308746,False,0.014813740283054612,2.1650529055782317,51.86979665541085,51.79874556355096
116,True,False,0.015115275663212961,1.9568799189447723,False,0.015137121219743555,2.0755417244574073,51.49066325648614,51.42208652269297
117,True,False,0.015043517010717225,1.902436454251092,False,0.01506097533516908,1.7545401083641772,51.411831267524626,51.3380028886818
118,True,False,0.014515779012457767,1.1220966767980427,False,0.014580116253528992,2.714757431293284,51.526263500457326,51.52407681515901
119,True,False,0.01465363024286496,1.5918132651366705,False,0.014694403811206442,2.4086780224108715,51.7392789292343,51.69667571422149
120,True,False,0.014180534976372306,0.6667817278157004,False,0.014269264894697667,3.08179620334001,51.09997967972957,51.171360846365104
